,Unnamed: 0,timestamp,pixel_count,dt
414,414,2022-10-30 09:31:00,31,1667147460
415,415,2022-10-30 09:46:00,31,1667148360
416,416,2022-10-30 10:01:00,37,1667149260
417,417,2022-10-30 10:16:00,41,1667150160
418,418,2022-10-30 10:31:00,41,1667151060
419,419,2022-10-30 10:46:00,41,1667151960
420,420,2022-10-30 11:01:00,41,1667152860
421,421,2022-10-30 11:16:00,41,1667153760
422,422,2022-10-30 11:31:00,41,1667154660
423,423,2022-10-30 11:46:00,41,1667155560
424,424,2022-10-30 12:01:00,41,1667156460
425,425,2022-10-30 12:16:00,41,1667157360
426,426,2022-10-30 12:31:00,41,1667158260
427,427,2022-10-30 12:46:00,41,1667159160
428,428,2022-10-30 13:01:00,41,1667160060
429,429,2022-10-30 13:16:00,41,1667160960
430,430,2022-10-30 13:31:00,41,1667161860
431,431,2022-10-30 13:46:00,41,1667162760
432,432,2022-10-30 14:01:00,10,1667163660
433,433,2022-10-30 14:16:00,12,1667164560
434,434,2022-10-30 14:31:00,12,1667165460
435,435,2022-10-30 14:46:00,12,1667166360
436,436,2022-10-30 15:01:00,12,1667167260
437,437,2022-10-30 15:16:00,19,1667168160
438,438,2022-10-30 15:31:00,19,1667169060
439,439,2022-10-30 15:46:00,19,1667169960
440,440,2022-10-30 16:01:00,16,1667170860
441,441,2022-10-30 16:16:00,16,1667171760
442,442,2022-10-30 16:31:00,8,1667172660
443,443,2022-10-30 16:46:00,8,1667173560
444,444,2022-10-30 17:01:00,21,1667174460
445,445,2022-10-30 17:16:00,21,1667175360
446,446,2022-10-30 17:31:00,25,1667176260
447,447,2022-10-30 17:46:00,25,1667177160
448,448,2022-10-30 18:01:00,20,1667178060
449,449,2022-10-30 18:16:00,20,1667178960
450,450,2022-10-30 18:31:00,12,1667179860
451,451,2022-10-30 18:46:00,12,1667180760
452,452,2022-10-30 19:01:00,10,1667181660
453,453,2022-10-30 19:16:00,10,1667182560
454,454,2022-10-30 19:31:00,10,1667183460
455,455,2022-10-30 19:46:00,6,1667184360
456,456,2022-10-30 20:01:00,6,1667185260
457,457,2022-10-30 20:16:00,6,1667186160
458,458,2022-10-30 20:31:00,10,1667187060
459,459,2022-10-30 20:46:00,12,1667187960
460,460,2022-10-30 21:01:00,12,1667188860
461,461,2022-10-30 21:16:00,12,1667189760
462,462,2022-10-30 21:31:00,12,1667190660
463,463,2022-10-30 21:46:00,14,1667191560
464,464,2022-10-30 22:16:00,14,1667193360
465,465,2022-10-30 22:31:00,14,1667194260
466,466,2022-10-30 22:46:00,16,1667195160
467,467,2022-10-30 23:01:00,16,1667196060
468,468,2022-10-30 23:16:00,16,1667196960
469,469,2022-10-30 23:31:00,16,1667197860
470,470,2022-10-30 23:46:00,16,1667198760
471,471,2022-10-31 00:01:00,16,1667199660
472,472,2022-10-31 00:16:00,16,1667200560
473,473,2022-10-31 00:31:00,16,1667201460
474,474,2022-10-31 00:46:00,21,1667202360
475,475,2022-10-31 01:01:00,21,1667203260
476,476,2022-10-31 01:16:00,20,1667204160
477,477,2022-10-31 01:31:00,20,1667205060
478,478,2022-10-31 01:46:00,20,1667205960
479,479,2022-10-31 02:01:00,20,1667206860
480,480,2022-10-31 02:16:00,20,1667207760
481,481,2022-10-31 04:01:00,23,1667214060
482,482,2022-10-31 04:16:00,23,1667214960
483,483,2022-10-31 04:31:00,17,1667215860
484,484,2022-10-31 04:46:00,10,1667216760
485,485,2022-10-31 05:01:00,10,1667217660
486,486,2022-10-31 05:16:00,10,1667218560
487,487,2022-10-31 05:31:00,5,1667219460
488,488,2022-10-31 05:46:00,5,1667220360
489,489,2022-10-31 06:01:00,6,1667221260
490,490,2022-10-31 06:16:00,6,1667222160
491,491,2022-10-31 06:31:00,14,1667223060
492,492,2022-10-31 06:46:00,18,1667223960
493,493,2022-10-31 07:01:00,18,1667224860
494,494,2022-10-31 07:16:00,17,1667225760
495,495,2022-10-31 07:31:00,17,1667226660
496,496,2022-10-31 07:46:00,17,1667227560
497,497,2022-10-31 08:01:00,18,1667228460
498,498,2022-10-31 08:16:00,18,1667229360
499,499,2022-10-31 08:31:00,18,1667230260
500,500,2022-10-31 08:46:00,16,1667231160
501,501,2022-10-31 09:01:00,16,1667232060
502,502,2022-10-31 09:16:00,16,1667232960
503,503,2022-10-31 09:31:00,8,1667233860
504,504,2022-10-31 09:46:00,8,1667234760
505,505,2022-10-31 10:01:00,16,1667235660
506,506,2022-10-31 10:16:00,16,1667236560
507,507,2022-10-31 10:31:00,16,1667237460
508,508,2022-10-31 10:46:00,16,1667238360
509,509,2022-10-31 11:01:00,17,1667239260
510,510,2022-10-31 11:16:00,17,1667240160
511,511,2022-10-31 11:31:00,17,1667241060
512,512,2022-10-31 11:46:00,17,1667241960
513,513,2022-10-31 12:01:00,17,1667242860
514,514,2022-10-31 12:16:00,17,1667243760
515,515,2022-10-31 12:31:00,17,1667244660
516,516,2022-10-31 12:46:00,17,1667245560
517,517,2022-10-31 13:01:00,17,1667246460
518,518,2022-10-31 13:16:00,17,1667247360
519,519,2022-10-31 13:31:00,17,1667248260
520,520,2022-10-31 13:46:00,17,1667249160
521,521,2022-10-31 14:01:00,54,1667250060
522,522,2022-10-31 14:16:00,54,1667250960
523,523,2022-10-31 14:31:00,8,1667251860
524,524,2022-10-31 14:46:00,8,1667252760
525,525,2022-10-31 15:01:00,11,1667253660
526,526,2022-10-31 15:16:00,11,1667254560
527,527,2022-10-31 15:31:00,60,1667255460
528,528,2022-10-31 15:46:00,40,1667256360
529,529,2022-10-31 16:01:00,40,1667257260
530,530,2022-10-31 16:16:00,35,1667258160
531,531,2022-10-31 16:31:00,35,1667259060
532,532,2022-10-31 16:46:00,35,1667259960
533,533,2022-10-31 17:01:00,35,1667260860
534,534,2022-10-31 17:16:00,31,1667261760
535,535,2022-10-31 17:31:00,31,1667262660
536,536,2022-10-31 17:46:00,31,1667263560
537,537,2022-10-31 18:01:00,31,1667264460
538,538,2022-10-31 18:16:00,31,1667265360
539,539,2022-10-31 18:31:00,25,1667266260
540,540,2022-10-31 18:46:00,16,1667267160
541,541,2022-10-31 19:01:00,16,1667268060
542,542,2022-10-31 19:16:00,6,1667268960
543,543,2022-10-31 19:31:00,6,1667269860
544,544,2022-10-31 19:46:00,5,1667270760
545,545,2022-10-31 20:01:00,5,1667271660
546,546,2022-10-31 20:16:00,11,1667272560
